Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
157,1,0,1,1,0,0,1,3,1,1,1,0,0,1,60425
124,1,2,5,1,0,0,1,2,0,1,1,0,0,0,62350
100,1,4,2,0,0,1,1,2,1,0,0,0,1,1,32750
242,2,1,3,1,0,0,0,2,1,0,1,0,0,1,47550
248,3,1,3,1,0,0,0,3,1,1,0,1,1,0,46650
167,3,2,2,0,0,1,1,1,0,1,0,0,1,0,33425
57,2,1,2,0,0,1,0,1,1,1,0,0,0,1,13675
109,2,3,5,0,1,0,0,2,1,1,1,0,0,0,40475
101,2,3,2,0,0,1,0,1,0,1,0,0,1,1,16025
84,1,3,2,0,0,1,1,3,1,0,1,0,1,0,46850
172,2,4,1,0,1,0,1,1,0,0,1,1,0,1,52250
120,1,2,5,1,0,0,1,2,0,1,0,0,1,1,50500
141,3,2,3,1,0,0,1,2,1,0,1,0,0,0,62275
5,1,4,5,0,1,0,1,1,0,1,0,1,0,1,41075
36,1,3,4,0,1,0,1,3,1,0,0,1,0,1,45850
64,3,0,2,1,0,0,1,2,0,0,0,1,1,0,50050
146,1,0,3,0,1,0,1,3,1,1,0,1,0,0,46350
97,2,2,4,1,0,0,1,1,0,0,1,0,1,0,57175
22,3,1,2,0,1,0,0,2,1,1,1,1,0,1,39000
191,1,1,5,1,0,0,0,1,1,1,0,1,0,1,37725
219,3,1,2,0,0,1,1,3,1,1,0,1,1,0,45675
47,2,4,1,0,1,0,1,2,0,0,0,1,1,1,40875
196,2,3,4,0,1,0,0,3,0,1,1,0,0,0,44650
175,2,0,1,0,1,0,1,2,0,0,1,0,1,0,48375
17,1,0,4,0,1,0,1,3,1,1,1,0,0,1,51675
32,3,3,5,0,1,0,0,1,0,0,0,1,0,0,27750
116,1,1,4,1,0,0,0,1,0,0,1,1,1,0,44850
184,2,3,5,0,0,1,0,3,0,0,1,1,1,0,43800
192,2,0,2,0,0,1,1,2,1,0,1,0,0,1,45300
165,3,0,1,1,0,0,0,2,1,1,0,0,1,1,33375
214,1,0,5,0,1,0,0,1,1,0,0,0,0,1,22850
29,3,2,1,0,0,1,0,3,0,1,0,0,1,0,20725
202,1,3,2,1,0,0,1,1,0,1,0,1,0,0,50500
46,2,3,3,1,0,0,0,3,0,0,1,0,1,1,47400
113,2,2,1,1,0,0,0,1,0,1,1,0,1,0,40075
124,1,4,4,0,0,1,0,1,1,1,1,1,0,1,34800
67,2,2,5,0,0,1,1,2,0,0,0,1,0,1,39875
97,3,4,3,0,1,0,0,3,0,0,1,1,1,0,46375
90,3,0,1,0,0,1,0,2,1,1,0,1,0,1,21950
110,1,3,5,1,0,0,0,3,0,0,0,0,1,1,38250
43,1,4,2,0,0,1,1,3,1,1,1,1,1,0,52275
79,2,4,2,1,0,0,1,2,0,0,1,0,0,1,59225
122,3,4,4,0,1,0,0,3,1,1,0,1,1,0,38000
98,3,0,5,1,0,0,1,1,1,0,0,0,1,1,46950
246,2,1,3,0,0,1,0,2,1,1,1,0,1,0,34900
19,2,2,4,1,0,0,1,2,1,0,0,1,0,1,51675
28,3,1,1,1,0,0,1,3,0,0,0,1,0,0,52150
154,1,2,4,0,1,0,0,2,0,0,0,1,0,0,29300
206,1,3,4,1,0,0,0,2,0,1,1,0,0,1,48900
5,2,3,2,0,0,1,0,3,1,1,0,0,1,0,20875
117,3,4,5,1,0,0,1,3,1,1,1,0,0,0,70425
190,3,2,1,1,0,0,1,2,1,1,0,0,1,1,50500
235,3,0,4,1,0,0,1,2,0,0,0,0,0,1,52375
13,2,3,3,0,0,1,0,1,1,1,1,1,1,1,31525
141,1,4,3,0,0,1,1,1,0,1,1,0,0,1,44275
130,3,1,3,0,1,0,0,3,1,1,0,0,0,1,30250
28,2,3,2,1,0,0,1,2,0,1,1,1,1,0,62900
114,2,4,4,0,1,0,0,3,0,0,1,0,0,1,42100
175,3,0,3,0,1,0,0,1,0,1,1,0,0,0,35125
193,3,2,3,0,1,0,1,3,0,0,1,1,0,1,62275
142,3,4,3,0,0,1,0,3,0,0,1,1,0,1,42500
182,2,4,1,1,0,0,1,2,0,1,1,1,0,0,66250
61,2,1,4,1,0,0,0,3,1,0,0,1,0,1,40475
137,3,1,4,1,0,0,1,1,0,1,1,1,0,1,64625
10,3,0,2,0,1,0,1,1,1,0,0,0,0,0,32000
53,1,4,2,0,1,0,1,2,0,0,1,1,0,1,52525
217,3,0,1,1,0,0,0,1,1,0,0,1,1,0,34375
148,3,1,1,0,0,1,0,3,0,1,1,1,1,1,39150
15,1,4,2,1,0,0,1,2,0,0,0,1,1,0,48825
191,2,4,5,0,1,0,0,2,1,1,0,0,0,0,31525
92,3,1,5,0,0,1,0,1,1,0,1,0,1,1,30300
23,3,4,2,0,0,1,1,3,1,1,1,0,1,1,50325
13,1,4,1,0,0,1,1,3,0,1,1,0,0,0,45575
5,2,1,2,0,0,1,1,3,1,0,1,1,0,0,49325
163,3,3,4,0,1,0,1,2,1,0,0,0,0,1,44075
27,2,1,2,1,0,0,1,2,0,0,0,0,0,1,43925
167,3,2,5,0,1,0,0,1,0,1,1,1,0,1,43375
104,3,3,1,0,0,1,1,2,0,1,0,0,1,0,34850
222,2,1,4,0,0,1,1,1,0,0,1,0,1,1,45550
168,2,3,5,0,1,0,0,3,1,1,1,0,0,1,45450
83,2,0,5,0,0,1,1,2,1,1,1,1,1,1,52025
71,3,3,2,0,1,0,1,2,0,0,0,0,1,0,39025
106,1,4,1,1,0,0,0,1,0,0,0,1,0,0,31350
18,2,4,3,0,1,0,0,3,1,1,0,0,0,1,28200
154,3,2,3,0,1,0,1,3,0,0,0,0,1,0,45100
247,1,3,1,1,0,0,1,1,0,0,0,1,0,1,49125
83,1,3,4,0,1,0,1,1,0,1,1,0,0,1,48325
86,3,0,3,1,0,0,1,3,0,1,0,1,1,0,56600
149,3,3,1,0,0,1,0,3,1,1,0,1,0,1,29175
215,3,1,3,1,0,0,0,2,0,0,1,0,0,1,48125
153,3,3,2,0,1,0,1,2,1,1,0,1,0,1,47025
197,3,1,2,1,0,0,1,2,0,1,0,1,0,1,55375
142,3,2,4,0,0,1,0,1,1,1,0,0,0,0,20550
107,2,1,1,0,1,0,1,3,0,0,0,1,0,0,43625
62,3,4,3,0,1,0,1,1,0,0,0,0,0,0,37300
217,3,3,3,0,0,1,0,2,1,1,0,0,1,1,25425
198,3,4,5,0,0,1,1,1,1,1,0,0,1,0,39700
1,1,3,3,0,1,0,1,3,0,1,0,1,1,1,44725
33,2,2,1,0,1,0,0,3,0,1,1,1,1,1,40525
174,1,2,4,0,1,0,1,2,1,1,1,1,0,1,58050
186,3,0,3,1,0,0,0,3,0,1,1,0,0,1,51400
40,2,2,4,0,1,0,0,3,1,1,1,0,0,1,40250
170,3,3,1,0,1,0,0,1,0,0,1,0,0,1,33500
181,2,2,4,1,0,0,1,2,0,0,0,1,1,1,55475
171,3,2,4,1,0,0,0,1,0,0,0,1,0,0,38225
67,2,2,2,0,0,1,0,2,1,0,0,0,0,0,16925
90,2,4,3,1,0,0,0,3,1,1,1,1,1,1,55200
34,3,1,1,0,0,1,1,3,1,1,1,0,1,0,47100
34,3,4,3,0,0,1,1,2,0,1,1,0,1,0,48100
237,1,3,5,1,0,0,1,1,0,1,1,1,0,0,66875
132,1,3,3,0,1,0,0,1,1,1,1,1,1,0,38000
113,1,3,5,0,0,1,0,2,0,0,1,0,0,1,32575
60,2,4,2,0,0,1,0,3,0,0,1,1,0,0,37700
236,3,1,1,0,0,1,1,1,1,0,0,0,1,0,32150
2,1,0,2,0,0,1,1,1,0,1,0,1,0,0,29250
77,2,1,5,0,1,0,1,3,1,0,1,0,0,0,55425
40,2,1,3,1,0,0,1,2,1,0,0,1,1,1,50200
141,2,3,1,1,0,0,1,1,0,1,0,1,1,1,49225
96,2,3,4,0,1,0,1,1,0,0,1,0,1,1,48900
218,1,3,2,0,0,1,0,3,1,0,0,1,0,1,27900
41,1,0,2,1,0,0,1,3,1,0,0,0,0,1,45775
43,1,0,4,0,1,0,1,2,0,1,1,1,1,1,53025
75,3,0,1,1,0,0,1,1,0,0,1,1,1,1,57325
150,2,2,1,0,0,1,1,1,1,0,0,0,1,0,29250
121,2,0,5,0,0,1,1,3,1,0,0,1,0,1,43475
122,2,3,1,1,0,0,0,2,1,1,0,0,1,0,33050
164,2,0,2,0,0,1,0,2,0,0,1,0,1,0,29350
1,3,3,1,0,0,1,1,1,1,0,1,1,0,0,43975
181,3,3,1,0,1,0,1,3,1,1,0,1,0,1,49975
213,2,1,4,0,0,1,0,2,1,0,0,0,0,1,22325
237,3,1,5,0,0,1,1,1,1,0,0,1,1,1,41625
163,3,3,1,0,1,0,0,2,0,1,1,1,0,1,42525
125,1,2,5,0,0,1,0,2,1,1,0,0,0,0,21875
187,1,1,2,1,0,0,1,1,1,1,0,0,1,1,44425
122,2,4,4,0,0,1,0,2,1,0,0,0,1,0,22300
42,1,4,2,0,0,1,1,1,1,0,1,0,0,1,39550
90,2,1,2,0,1,0,0,1,1,1,1,0,1,1,31250
149,1,0,1,1,0,0,0,3,0,1,0,0,0,1,33225
72,3,4,2,0,1,0,0,3,0,0,0,0,0,0,28300
158,2,4,3,0,1,0,1,3,1,1,0,1,1,0,51150
222,3,4,3,1,0,0,1,3,1,0,1,0,0,0,69300
105,2,0,5,0,1,0,1,2,0,0,0,1,1,0,44325
181,3,2,3,1,0,0,1,3,0,0,0,1,0,0,59225
223,3,0,5,0,1,0,1,1,1,1,0,1,1,0,46775
75,1,3,5,0,0,1,1,3,0,0,1,1,0,0,54575
133,1,1,4,1,0,0,1,3,1,0,1,1,1,1,67525
109,3,0,1,1,0,0,1,3,1,1,0,1,0,1,54925
96,3,4,3,0,1,0,0,2,0,0,1,0,1,1,38400
215,3,3,1,1,0,0,1,3,0,1,0,1,1,0,59575
234,3,1,5,0,0,1,1,1,1,0,0,1,0,0,41550
165,1,0,4,0,1,0,1,1,0,0,1,1,0,1,51325
165,1,4,2,0,0,1,0,1,0,0,0,1,1,1,20075
129,2,4,5,0,0,1,1,3,1,1,0,0,1,0,43475
137,2,3,5,0,1,0,1,3,1,0,0,0,1,1,46675
74,3,0,3,0,1,0,0,3,0,0,0,1,1,1,31050
69,1,0,1,1,0,0,1,1,1,1,1,1,0,0,55675
18,1,2,2,0,1,0,0,2,0,0,1,1,0,1,35150
128,1,0,2,0,0,1,1,3,0,1,1,1,0,1,51150
118,2,0,5,0,0,1,1,2,0,0,0,1,1,0,39650
186,1,3,1,0,0,1,1,3,0,1,0,1,0,1,41850
85,3,0,5,1,0,0,1,2,0,1,1,1,0,0,67325
159,2,3,3,0,0,1,1,2,1,1,1,1,1,1,53675
194,3,4,3,0,1,0,1,2,0,1,0,0,0,0,45350
190,2,3,1,0,1,0,0,2,1,1,0,1,1,0,30200
30,3,1,2,0,1,0,0,1,0,1,1,0,0,0,31000
12,1,0,2,0,0,1,0,3,1,0,1,0,0,1,27800
123,1,0,5,1,0,0,0,2,0,1,0,0,1,1,34075
121,2,4,3,0,1,0,1,2,1,1,1,0,1,1,54025
66,3,1,1,0,1,0,1,2,0,1,0,1,1,0,41850
11,3,4,1,1,0,0,0,3,0,1,1,1,1,0,51975
75,2,0,4,0,0,1,0,2,1,0,1,1,1,0,34325
20,3,4,5,1,0,0,1,2,1,0,1,0,1,0,63250
63,2,1,3,0,0,1,0,2,0,1,1,0,1,0,30075
173,3,1,1,0,0,1,1,1,1,1,1,1,1,0,48025
80,1,1,1,0,0,1,1,3,0,0,1,1,1,0,48200
140,2,4,5,0,1,0,0,3,1,0,0,1,1,1,36950
152,2,0,5,0,1,0,0,3,0,1,0,0,1,0,30800
103,1,4,2,0,1,0,1,3,1,0,1,0,0,0,53075
36,1,1,3,1,0,0,0,1,1,1,0,0,1,1,26900
170,1,4,2,0,0,1,1,1,0,1,0,1,1,1,36450
126,2,3,3,0,0,1,1,3,0,1,1,0,0,0,51650
121,1,2,4,0,0,1,0,3,0,0,1,1,0,1,38725
100,2,4,3,0,0,1,1,2,1,0,0,0,1,0,35500
164,3,3,2,1,0,0,0,2,1,0,1,1,0,0,51800
112,1,3,1,1,0,0,0,1,1,0,0,0,0,1,26550
108,1,1,2,0,0,1,0,3,0,1,0,1,0,0,24650
50,3,2,2,1,0,0,0,3,0,1,0,0,0,1,36500
56,1,3,4,0,1,0,1,1,1,1,1,0,1,1,47900
24,3,1,3,0,0,1,0,2,1,0,1,1,0,1,34050
21,1,4,5,0,1,0,0,2,1,0,0,1,0,1,28975
43,3,3,5,0,1,0,1,3,1,1,1,1,1,1,63275
214,1,3,1,0,1,0,0,3,1,0,1,0,0,0,38850
219,1,1,4,0,1,0,1,3,1,1,0,1,1,0,50175
95,2,1,4,0,0,1,0,3,1,0,0,1,1,0,27325
128,1,4,4,0,0,1,0,2,1,1,1,1,1,1,38400
87,1,2,4,0,0,1,0,1,1,0,0,1,1,1,19375
13,1,4,4,1,0,0,1,1,0,0,0,1,1,1,47775
46,1,2,5,1,0,0,1,1,1,0,0,0,0,1,44150
193,2,2,2,1,0,0,0,3,1,1,0,1,0,1,43275
190,1,1,5,0,1,0,0,1,0,1,1,1,1,0,40200
24,3,4,4,0,0,1,1,1,1,0,1,1,1,1,49050
115,1,1,1,0,1,0,0,1,1,0,0,0,0,1,16125
47,2,4,4,1,0,0,1,3,0,1,0,1,1,0,58375
49,2,4,4,1,0,0,1,3,1,1,0,1,0,0,58675
227,2,1,4,0,1,0,1,2,1,1,1,1,1,1,60125
105,2,2,2,0,1,0,1,1,1,0,0,0,0,1,34375
170,1,2,3,0,1,0,1,3,1,1,0,0,0,0,44000
197,2,1,4,1,0,0,1,1,1,0,1,0,0,0,59175
185,2,3,1,0,1,0,1,2,0,1,1,1,1,0,56575
94,1,3,1,0,1,0,1,1,1,0,1,1,1,1,48300
73,3,4,5,0,1,0,0,2,0,1,0,0,0,0,29825
138,3,0,4,0,1,0,1,3,0,0,1,0,1,1,56200
242,3,4,1,0,0,1,1,1,1,0,0,0,1,1,34550
158,1,2,2,0,1,0,1,3,1,0,0,1,1,0,45650
136,2,1,4,1,0,0,1,1,1,0,1,1,1,1,62100
207,3,4,5,0,0,1,1,1,1,0,0,1,1,0,43125
104,3,3,3,1,0,0,0,3,1,1,0,0,1,0,40100
237,2,2,5,0,1,0,1,2,1,1,1,0,1,1,57925
63,3,2,5,0,1,0,0,1,1,0,1,0,0,1,35325
8,2,0,4,1,0,0,1,1,0,0,1,1,0,0,57900
52,2,3,5,0,0,1,0,2,1,1,1,1,1,0,38500
92,2,3,4,0,1,0,0,3,1,0,1,1,0,1,45500
133,3,0,2,1,0,0,1,1,0,1,1,1,0,1,61275
196,1,0,5,0,1,0,1,1,1,1,1,0,0,1,50400
38,3,2,1,0,0,1,1,1,1,0,1,0,0,0,39700
5,1,0,3,0,1,0,1,3,1,0,0,0,0,1,37125
157,2,2,4,0,1,0,1,1,1,0,1,1,0,0,54375
64,2,4,4,0,1,0,0,1,0,1,0,1,0,1,27800
205,3,1,1,0,0,1,0,3,1,1,1,1,0,1,40825
168,1,3,5,1,0,0,0,1,1,1,0,1,1,0,38650
231,3,3,5,0,0,1,1,1,1,0,0,0,1,0,38525
135,3,1,5,0,0,1,1,1,1,0,1,0,1,1,46375
45,3,3,3,0,1,0,1,1,1,0,1,0,0,1,48125
204,1,4,1,1,0,0,1,2,0,1,1,1,0,0,65300
238,3,4,2,0,0,1,0,1,1,0,0,1,0,1,25150
218,1,2,5,0,0,1,1,1,1,0,1,1,0,1,50650
153,2,2,2,0,0,1,0,1,1,0,1,1,0,1,31775
139,3,0,1,1,0,0,0,2,1,0,1,0,0,0,43225
162,3,2,1,0,1,0,1,3,1,1,0,0,0,0,44300
228,1,0,5,0,1,0,0,3,1,1,0,0,1,1,31450
17,1,4,2,0,1,0,0,2,0,1,0,0,0,0,21675
78,2,1,3,1,0,0,0,1,1,1,1,0,1,0,41200
139,3,1,1,0,0,1,0,2,0,0,1,0,0,0,29725
15,3,0,2,0,0,1,0,1,0,0,1,1,0,1,28075
25,2,3,5,0,1,0,1,1,1,1,0,1,1,1,42575
193,2,4,2,0,1,0,0,2,0,0,0,0,1,0,26325
28,3,3,4,0,0,1,0,3,0,1,1,1,0,0,41400
96,3,4,1,1,0,0,0,2,1,0,1,0,0,1,45150
40,1,2,5,1,0,0,0,3,1,0,0,1,1,1,40450
236,3,4,2,0,0,1,0,3,0,1,0,0,1,1,28650
28,3,1,3,0,1,0,0,2,1,1,0,1,1,1,28650
179,1,4,3,0,1,0,0,3,1,1,0,1,0,1,35175
131,3,4,2,0,1,0,0,3,1,0,1,0,0,0,41775
49,2,2,2,1,0,0,0,2,0,1,1,1,0,1,47675
92,1,3,3,1,0,0,0,2,0,1,1,0,0,1,44800
106,1,3,4,0,0,1,1,1,1,1,0,1,0,1,36850
166,1,1,1,0,0,1,1,2,0,1,1,0,1,1,43650
153,2,3,4,1,0,0,1,2,1,1,1,0,1,0,64325
29,1,2,1,0,0,1,1,2,1,1,1,0,0,0,41225
59,2,3,1,1,0,0,0,1,0,1,0,1,0,1,32175
192,2,0,1,0,0,1,0,1,0,0,1,0,0,0,25300
153,3,3,3,0,1,0,0,1,1,1,0,1,1,0,29775
78,1,1,1,0,0,1,0,1,1,0,0,1,1,1,14650
96,2,0,1,0,0,1,0,1,1,0,1,0,1,1,23150
167,1,4,3,1,0,0,1,2,0,1,0,1,0,1,55125
244,2,4,4,1,0,0,0,1,1,1,0,0,0,1,37100
211,2,2,5,0,1,0,0,2,0,0,0,0,0,1,29025
95,2,3,2,1,0,0,0,2,0,1,0,1,0,1,37825
202,2,3,4,1,0,0,1,3,0,1,0,1,0,0,61500
48,2,4,3,0,0,1,0,1,0,0,1,1,0,0,31650
6,3,3,1,0,0,1,1,2,1,0,1,1,1,0,47600
236,3,2,3,0,0,1,1,3,1,0,1,0,1,1,54150
89,3,4,2,0,1,0,0,1,0,1,1,1,1,1,39175
94,1,1,3,1,0,0,1,2,0,0,0,0,1,1,45350
176,1,4,2,0,0,1,1,2,1,0,1,0,0,0,46400
48,2,0,5,1,0,0,1,1,1,1,1,1,0,0,61650
85,2,3,4,0,0,1,1,1,0,0,0,0,1,0,31875
50,2,3,5,0,1,0,1,3,0,1,0,0,1,1,45500
179,3,0,3,1,0,0,0,2,0,0,1,1,0,1,50925
109,3,2,4,0,1,0,1,3,0,1,0,0,1,0,46475
52,1,4,5,0,0,1,1,2,1,0,1,0,0,0,47050
122,1,2,5,1,0,0,0,2,0,0,1,1,1,1,50500
74,3,4,4,1,0,0,1,2,0,0,1,0,0,0,63100
149,3,2,1,0,0,1,1,2,0,0,0,1,0,1,38425
152,3,0,5,0,1,0,0,3,0,0,1,1,0,1,47250
76,2,2,1,0,0,1,0,3,1,0,0,0,0,1,19400
46,3,0,4,0,1,0,0,2,0,1,0,0,1,0,24900
97,2,0,3,0,0,1,0,3,1,1,0,1,1,0,26625
57,3,4,2,0,1,0,0,2,0,1,1,1,1,0,41875
207,1,4,3,0,0,1,1,3,1,1,1,1,1,1,57625
218,2,1,4,0,0,1,0,1,0,0,0,1,1,0,23150
127,2,4,3,1,0,0,0,1,0,1,0,1,0,0,37125
82,1,4,3,1,0,0,0,3,0,1,0,0,0,0,37050
216,3,1,5,0,0,1,0,2,1,0,1,1,0,1,41350
149,2,4,5,0,1,0,0,1,1,1,1,1,1,0,43175
242,2,4,1,0,0,1,1,2,1,1,1,1,1,1,54000
93,3,0,3,0,1,0,1,3,1,0,1,0,0,1,54075
166,2,0,5,0,0,1,1,3,0,0,0,0,0,0,39900
185,3,0,2,0,1,0,1,3,0,0,0,1,1,0,47575
103,1,4,2,1,0,0,0,1,0,1,1,0,0,0,41075
68,3,0,5,0,1,0,1,2,1,0,1,0,1,1,52450
3,2,1,1,0,1,0,0,3,1,1,1,0,1,0,34825
188,3,1,1,0,0,1,0,3,1,1,1,0,1,1,35950
193,3,2,3,1,0,0,0,2,1,1,0,1,1,1,42525
111,3,0,2,0,0,1,0,1,0,1,1,0,1,1,27275
2,2,1,4,1,0,0,0,2,0,1,0,0,0,0,32050
160,1,0,2,0,0,1,1,1,1,1,0,0,0,0,29000
248,2,3,2,0,1,0,1,3,0,1,0,0,1,1,46700
32,2,1,3,0,0,1,1,1,1,0,1,1,1,1,44250
192,3,2,4,0,0,1,0,1,0,1,0,1,0,0,26000
149,2,4,2,0,1,0,1,2,1,1,1,1,0,0,57925
169,1,0,4,0,0,1,0,3,0,0,1,0,0,0,33975
144,2,1,2,0,1,0,0,1,1,0,0,1,1,1,24050
79,2,0,2,1,0,0,1,2,1,0,0,0,0,1,44725
46,1,0,5,1,0,0,0,2,0,1,0,0,1,1,32150
16,3,2,5,0,1,0,0,3,0,1,1,1,1,0,46600
196,1,2,2,1,0,0,0,3,0,0,0,1,1,0,40350
93,2,2,4,0,1,0,0,3,0,0,0,0,0,1,28325
175,1,3,5,1,0,0,1,2,1,0,0,1,0,1,56075
202,2,4,1,0,1,0,0,1,0,0,0,1,1,0,26250
235,1,0,5,0,1,0,0,2,1,0,1,1,1,0,43075
172,1,4,1,1,0,0,1,1,1,1,0,1,0,0,49500
23,3,2,4,0,1,0,1,2,0,1,0,1,0,0,45275
133,2,3,2,0,1,0,1,1,1,0,0,0,0,1,35825
193,1,4,3,1,0,0,0,1,0,0,1,0,1,1,43325
82,3,0,2,0,0,1,0,1,0,0,1,0,1,1,25300
145,1,4,5,0,1,0,0,1,0,0,1,1,0,0,40075
79,3,2,3,0,1,0,0,3,0,0,0,0,0,1,28225
78,1,1,2,0,1,0,1,1,1,0,0,0,0,1,31450
93,1,2,2,0,1,0,0,3,0,1,0,0,0,0,25575
190,3,3,5,0,0,1,0,1,1,0,0,1,1,0,26950
214,3,1,2,0,0,1,1,1,0,1,0,0,1,0,33850
104,1,0,5,0,0,1,0,1,0,1,0,1,1,0,20550
126,2,0,3,1,0,0,0,2,1,1,0,1,0,1,37850
12,2,4,2,0,1,0,1,3,0,0,0,0,1,1,40300
121,1,0,1,1,0,0,0,2,0,1,1,1,1,0,45225
137,3,1,4,1,0,0,0,3,1,1,0,0,0,1,40675
93,3,0,2,0,1,0,0,3,1,1,1,0,1,0,39075
150,3,3,3,0,1,0,1,3,0,1,0,0,1,1,47000
10,1,1,2,0,1,0,1,3,0,0,1,0,0,1,48250
34,3,3,2,0,1,0,0,3,1,1,1,0,1,1,39850
159,2,0,1,0,0,1,1,2,1,0,1,1,0,1,47675
96,2,4,4,1,0,0,1,2,1,1,0,1,1,1,56350
82,1,4,1,0,1,0,1,3,1,1,0,1,0,0,45250
25,2,2,5,0,1,0,1,2,1,0,0,0,0,1,39625
33,2,2,3,0,0,1,0,2,1,1,0,1,0,1,23025
216,3,2,4,0,1,0,0,2,0,1,1,0,1,1,42400
179,3,0,1,1,0,0,1,3,0,0,0,1,0,0,55175
149,2,1,4,0,1,0,0,3,1,1,0,1,1,0,34925
138,2,1,3,1,0,0,0,2,1,1,0,1,0,1,38900
19,1,0,1,0,0,1,0,3,0,1,0,0,0,0,15975
6,2,4,1,0,1,0,0,3,0,0,0,0,0,0,23900
37,2,1,1,1,0,0,0,1,0,1,0,0,0,1,25675
208,3,3,4,1,0,0,0,2,0,0,0,0,1,1,38950
241,2,1,4,1,0,0,1,2,1,1,1,0,0,0,65025
194,3,4,3,0,0,1,1,1,0,1,0,1,0,1,41300
193,2,2,1,1,0,0,0,1,1,0,0,0,1,1,29325
237,1,0,3,0,1,0,1,2,0,1,1,0,1,1,52175
3,2,3,1,0,1,0,1,2,1,1,0,1,1,1,40525
96,2,4,5,0,1,0,0,1,0,1,0,1,1,1,29850
73,2,4,2,1,0,0,0,2,1,1,0,0,0,1,33825
45,3,1,4,0,0,1,1,2,0,0,0,1,0,0,38825
249,1,1,4,1,0,0,0,3,1,1,0,0,0,1,40475
170,1,1,4,0,0,1,1,1,0,1,0,0,0,0,32250
227,1,3,2,0,1,0,0,3,0,1,0,1,1,0,34125
200,2,2,3,1,0,0,0,3,0,0,1,0,1,0,50500
38,2,2,2,0,0,1,0,3,0,0,0,0,0,1,19450
95,2,1,3,0,0,1,1,1,0,0,0,1,1,1,33825
238,1,2,3,0,1,0,1,2,0,0,1,1,1,0,56900
117,2,3,3,0,0,1,1,1,0,1,0,0,0,1,32675
128,2,4,3,1,0,0,0,1,1,0,1,1,0,1,47900
95,2,0,5,0,0,1,1,3,1,0,1,0,1,1,50125
42,1,3,1,0,0,1,1,2,0,1,0,0,1,1,30300
133,2,4,4,0,0,1,0,2,0,1,1,0,1,0,35325
73,3,4,5,1,0,0,0,2,0,1,0,1,0,1,43275
33,2,1,2,0,0,1,1,2,0,1,1,0,1,0,43075
189,1,2,2,1,0,0,1,3,1,0,0,1,1,0,55425
90,2,1,3,1,0,0,0,3,1,0,1,0,0,1,47250
134,3,3,2,0,1,0,0,3,0,0,0,0,1,1,29100
171,1,4,2,0,0,1,1,2,1,1,0,1,1,0,40225
187,2,4,1,0,1,0,0,1,0,0,1,1,1,1,37625
116,2,3,5,1,0,0,1,3,0,1,0,1,0,1,60600
25,2,2,4,1,0,0,0,3,0,0,1,1,0,1,51825
147,1,4,5,0,1,0,1,1,0,1,0,0,0,1,40175
34,1,4,2,0,0,1,1,3,1,0,1,0,1,0,46350
213,1,3,3,1,0,0,1,2,0,0,0,0,1,0,49825
166,1,0,2,1,0,0,0,3,0,0,1,1,1,0,49850
133,1,3,1,1,0,0,0,2,1,0,1,0,1,0,42325
41,2,2,2,0,0,1,0,3,1,0,0,1,0,1,24225
76,3,1,1,0,0,1,1,1,0,0,0,0,0,0,27900
218,2,2,5,0,0,1,1,2,0,0,0,1,0,0,43650
153,3,3,1,0,0,1,0,1,0,1,1,0,0,0,29325
213,2,4,4,1,0,0,0,1,1,0,0,1,0,1,39525
77,3,1,3,1,0,0,0,3,0,0,0,0,1,0,36425
222,2,0,1,1,0,0,1,1,1,1,1,0,0,0,56550
168,2,2,2,0,1,0,0,2,0,1,1,1,0,0,41650
209,3,2,2,1,0,0,1,3,0,0,0,0,1,1,54225
144,1,0,4,0,1,0,0,2,0,0,1,0,1,1,34850
210,1,2,3,0,1,0,0,3,0,0,1,0,0,1,40250
53,3,2,2,1,0,0,0,3,0,0,0,1,1,0,39775
219,2,3,1,0,1,0,1,3,1,0,0,1,0,1,48175
204,3,2,3,0,1,0,0,2,1,1,1,1,0,0,45550
48,3,4,2,1,0,0,0,3,0,0,1,0,0,0,48450
124,3,4,4,1,0,0,1,1,0,0,0,0,0,1,49100
82,3,2,4,0,1,0,1,2,0,1,1,0,1,0,54050
164,2,4,2,1,0,0,0,3,1,0,0,0,1,0,38350
18,1,4,3,1,0,0,1,2,1,1,1,1,0,1,63400
36,3,0,1,1,0,0,0,2,0,1,0,1,0,1,34350
206,3,0,4,0,0,1,0,2,0,1,0,1,0,1,28350
119,2,0,3,0,1,0,0,3,1,0,0,0,1,0,26475
128,1,0,1,0,1,0,0,2,1,0,0,1,0,1,23650
185,1,2,2,0,1,0,0,2,1,0,1,1,0,1,39575
203,3,1,3,0,1,0,1,1,1,0,0,1,1,0,43275
175,3,2,5,0,1,0,1,2,0,1,0,0,1,0,45875
151,2,3,3,0,0,1,0,3,0,0,0,0,0,1,24275
124,3,3,3,0,1,0,1,1,0,0,1,1,1,1,54300
129,3,4,1,0,0,1,1,3,1,0,1,0,1,1,50475
9,2,1,3,0,0,1,0,3,0,0,1,0,1,1,30975
180,3,4,2,0,0,1,1,2,0,0,0,1,1,1,41950
174,3,1,2,0,0,1,1,1,0,1,0,0,1,1,32850
167,2,4,3,1,0,0,1,2,1,1,0,0,0,1,52425
